50 0 0.023065
50 1 0.022062
50 2 0.022292
50 3 0.02316
50 4 0.02601
50 5 0.024003
50 6 0.043605
50 7 0.023443
50 8 0.023313
50 9 0.024432
100 0 0.340677
100 1 0.31199
100 2 0.314764
100 3 0.312636
100 4 0.314198
100 5 0.323256
100 6 0.313388
100 7 0.330675
100 8 0.317721
100 9 0.316462
150 0 1.562885
150 1 1.608084
150 2 1.603563
150 3 1.546005
150 4 1.568425
150 5 1.544374
150 6 1.556958
150 7 1.606407
150 8 1.545547
150 9 1.557621
200 0 4.898837
200 1 4.937791
200 2 5.387562
200 3 4.949234
200 4 5.743813
200 5 7.579196
200 6 7.0308
200 7 5.590061
200 8 5.036439
200 9 5.150443
250 0 13.225156
250 1 13.88202
250 2 12.650683
250 3 12.736796
250 4 13.147952
250 5 12.978982
250 6 12.723668
250 7 12.528837
250 8 12.821887
250 9 11.946752
300 0 24.668783
300 1 24.796296
300 2 24.655345
300 3 24.553442
300 4 24.760791
300 5 24.653514
300 6 24.591294
300 7 25.073354
300 8 25.082797
300 9 24.624299
350 0 45.472057
350 1 45.482629
350 2 46.999234
350 3 45.547203
350 4 46.087082
350 5 46.559591
350 6 46.231825
350 7 45.706127
350 8 45.397186
350 9 46.230078
400 0 77.160573
400 1 77.23984
400 2 76.91692
400 3 77.010825
400 4 77.384472
400 5 96.796254
400 6 82.928078
400 7 77.683683
400 8 79.907983
400 9 84.662043
450 0 143.046815
450 1 145.571303
450 2 142.788111
450 3 137.05192
450 4 130.540699
450 5 139.210235
450 6 139.389576
450 7 134.829474
450 8 133.040812
450 9 136.55413
500 0 198.158204
500 1 191.572001
500 2 194.452477
500 3 209.794204
500 4 228.000922
500 5 205.937503
500 6 202.724702
500 7 200.725773
500 8 200.278801
500 9 210.611268
600 0 425.545414
600 1 429.481479
600 2 406.15577
600 3 442.756845
600 4 464.315798
600 5 421.487436
600 6 441.202378
600 7 423.259331
600 8 433.667205
600 9 425.475679
700 0 778.322293
700 1 787.174847
700 2 759.886643
700 3 796.891227
700 4 757.333436
700 5 753.182158
700 6 805.406057
700 7 746.940003
700 8 748.145394
700 9 782.483827
