50 0 0.000909
50 1 0.000819
50 2 0.000805
50 3 0.00085
50 4 0.001071
50 5 0.0008
50 6 0.000811
50 7 0.000816
50 8 0.00082
50 9 0.000821
100 0 0.006391
100 1 0.006489
100 2 0.006639
100 3 0.006555
100 4 0.00642
100 5 0.007452
100 6 0.006408
100 7 0.006561
100 8 0.007054
100 9 0.006605
150 0 0.029041
150 1 0.023301
150 2 0.022714
150 3 0.022022
150 4 0.022086
150 5 0.021557
150 6 0.024273
150 7 0.021856
150 8 0.021536
150 9 0.026227
200 0 0.068874
200 1 0.071883
200 2 0.068376
200 3 0.069115
200 4 0.06719
200 5 0.108803
200 6 0.084255
200 7 0.073189
200 8 0.110224
200 9 0.072659
250 0 0.13359
250 1 0.160984
250 2 0.13248
250 3 0.196542
250 4 0.134223
250 5 0.140086
250 6 0.135994
250 7 0.199065
250 8 0.17331
250 9 0.164899
300 0 0.265366
300 1 0.578236
300 2 0.247325
300 3 0.214823
300 4 0.220067
300 5 0.222427
300 6 0.211903
300 7 0.298221
300 8 0.248146
300 9 0.217155
350 0 0.381492
350 1 0.349605
350 2 0.389219
350 3 0.406374
350 4 0.350656
350 5 0.334654
350 6 0.443077
350 7 0.381604
350 8 0.393255
350 9 0.360149
400 0 0.584131
400 1 0.584235
400 2 0.510737
400 3 0.507973
400 4 0.498782
400 5 0.50754
400 6 0.503681
400 7 0.558974
400 8 0.570285
400 9 0.515613
450 0 0.781377
450 1 0.786623
450 2 1.196442
450 3 0.79296
450 4 0.828773
450 5 0.818234
450 6 0.758732
450 7 0.848791
450 8 0.818224
450 9 0.775465
500 0 1.194999
500 1 1.009558
500 2 1.187706
500 3 1.28716
500 4 1.141419
500 5 1.057008
500 6 1.199887
500 7 1.063481
500 8 1.13555
500 9 1.055998
600 0 1.980862
600 1 1.877081
600 2 1.92803
600 3 2.043115
600 4 1.940901
600 5 2.025748
600 6 1.889062
600 7 1.846173
600 8 1.921427
600 9 1.794031
700 0 2.687191
700 1 3.208252
700 2 3.027778
700 3 3.603184
700 4 2.927003
700 5 2.957578
700 6 2.86167
700 7 2.851448
700 8 4.474438
700 9 3.745868
800 0 5.955149
800 1 5.300612
800 2 4.26899
800 3 4.476042
800 4 4.475255
800 5 4.231225
800 6 4.11315
800 7 4.221283
800 8 4.373246
800 9 4.253731
900 0 6.344416
900 1 6.364959
900 2 6.534162
900 3 6.06568
900 4 5.919713
900 5 6.072344
900 6 5.97096
900 7 6.627035
900 8 6.896267
900 9 5.890318
1000 0 7.924144
1000 1 7.850403
1000 2 8.106572
1000 3 8.233936
1000 4 7.724878
1000 5 8.196455
1000 6 7.846606
1000 7 8.032218
1000 8 8.815948
1000 9 7.926367
