50 -4.21934557851171e-41 -4.21934557850643e-41
100 -5.87433788157492e-67 -5.87433788158117e-67
150 3.884418931793e-86 3.88441893179867e-86
200 1.07188772752642e-103 1.07188772752798e-103
250 5.889125119218e-116 5.88912511920468e-116
300 -9.28653746306323e-127 -9.28653746311164e-127
350 1.13120887090708e-136 1.1312088709085e-136
400 -3.51265720547113e-145 -3.51265720551307e-145
450 1.75061550393207e-152 1.75061550394789e-152
500 2.65379725922414e-156 2.65379725918827e-156
600 1.0519885316318e-163 1.05198853165982e-163
700 -6.68529047515498e-168 -6.68529047503249e-168
800 4.4323128364499e-168 4.43231284124086e-168
900 3.57191827899585e-166 3.57191827717473e-166
1000 3.84353391084978e-159 3.84353391096502e-159
