50 0 0.000431
50 1 0.000575
50 2 0.000619
50 3 0.000695
50 4 0.00056
50 5 0.000514
50 6 0.000564
50 7 0.000516
50 8 0.000517
50 9 0.000551
100 0 0.004369
100 1 0.003421
100 2 0.003401
100 3 0.003463
100 4 0.003733
100 5 0.003429
100 6 0.003517
100 7 0.003416
100 8 0.003438
100 9 0.0035
150 0 0.011779
150 1 0.011786
150 2 0.01148
150 3 0.011619
150 4 0.011171
150 5 0.012106
150 6 0.011628
150 7 0.011738
150 8 0.012014
150 9 0.011536
200 0 0.027377
200 1 0.026489
200 2 0.026625
200 3 0.027052
200 4 0.028048
200 5 0.027832
200 6 0.027093
200 7 0.028534
200 8 0.025129
200 9 0.027353
250 0 0.052213
250 1 0.066945
250 2 0.048774
250 3 0.050763
250 4 0.051621
250 5 0.052349
250 6 0.052876
250 7 0.048717
250 8 0.054572
250 9 0.051823
300 0 0.081179
300 1 0.080506
300 2 0.083868
300 3 0.078734
300 4 0.079985
300 5 0.083083
300 6 0.079448
300 7 0.082556
300 8 0.080602
300 9 0.090146
350 0 0.337464
350 1 0.130711
350 2 0.127568
350 3 0.181865
350 4 0.140447
350 5 0.137164
350 6 0.153857
350 7 0.128242
350 8 0.130859
350 9 0.12538
400 0 0.196231
400 1 0.205737
400 2 0.189357
400 3 0.250526
400 4 0.249825
400 5 0.231735
400 6 0.236051
400 7 0.349749
400 8 0.1966
400 9 0.191243
450 0 0.271872
450 1 0.274078
450 2 0.283216
450 3 0.268918
450 4 0.299114
450 5 0.270657
450 6 0.271946
450 7 0.272791
450 8 0.269518
450 9 0.268694
500 0 0.369469
500 1 0.376252
500 2 0.381956
500 3 0.372211
500 4 0.371687
500 5 0.372425
500 6 0.37095
500 7 0.370915
500 8 0.376521
500 9 0.371282
600 0 0.708084
600 1 0.662416
600 2 0.649805
600 3 0.671825
600 4 0.659403
600 5 0.660112
600 6 0.647492
600 7 0.650113
600 8 0.64649
600 9 0.645652
700 0 1.079111
700 1 1.291048
700 2 1.198613
700 3 1.174632
700 4 1.286424
700 5 1.128404
700 6 1.109697
700 7 1.153309
700 8 1.234393
700 9 1.043127
800 0 1.68429
800 1 1.570283
800 2 1.610896
800 3 2.029856
800 4 1.574259
800 5 1.639261
800 6 1.60968
800 7 1.587605
800 8 1.64907
800 9 1.575483
900 0 2.309318
900 1 2.472396
900 2 2.311935
900 3 2.272089
900 4 2.295744
900 5 2.298712
900 6 2.371873
900 7 2.338066
900 8 2.974984
900 9 2.334514
1000 0 3.20605
1000 1 3.149552
1000 2 3.17353
1000 3 3.164188
1000 4 3.326596
1000 5 3.277412
1000 6 3.323276
1000 7 3.387254
1000 8 3.25656
1000 9 3.226539
