3 0 0.000122
3 1 9.2e-05
3 2 7.9e-05
3 3 8.2e-05
3 4 0.00011
3 5 0.0001
3 6 0.000156
3 7 0.000117
3 8 0.000116
3 9 0.000113
4 0 9.2e-05
4 1 0.000124
4 2 9.8e-05
4 3 0.000151
4 4 0.000293
4 5 0.000188
4 6 9.6e-05
4 7 9.6e-05
4 8 0.000155
4 9 9.9e-05
5 0 0.000144
5 1 0.000192
5 2 0.000177
5 3 0.000153
5 4 0.000205
5 5 0.00021
5 6 0.000224
5 7 0.0002
5 8 0.000149
5 9 0.000293
6 0 0.000692
6 1 0.000665
6 2 0.000692
6 3 0.000651
6 4 0.001677
6 5 0.000761
6 6 0.000622
6 7 0.000846
6 8 0.001601
6 9 0.000796
7 0 0.005225
7 1 0.005292
7 2 0.004656
7 3 0.005037
7 4 0.004772
7 5 0.004981
7 6 0.007962
7 7 0.004736
7 8 0.006552
7 9 0.007641
8 0 0.049518
8 1 0.067502
8 2 0.052317
8 3 0.065169
8 4 0.057848
8 5 0.044675
8 6 0.046537
8 7 0.108528
8 8 0.045453
8 9 0.048853
9 0 0.408151
9 1 0.492468
9 2 0.411786
9 3 0.406905
9 4 0.4163
9 5 0.403803
9 6 0.472692
9 7 0.420457
9 8 0.448333
9 9 0.558314
10 0 5.864914
10 1 5.301225
10 2 5.419145
10 3 5.169143
10 4 5.170301
10 5 5.34944
10 6 5.199172
10 7 5.429279
10 8 5.201796
10 9 5.333412
11 0 67.274676
11 1 68.225031
11 2 76.476451
11 3 69.811649
11 4 80.37113
11 5 72.010437
11 6 67.911878
11 7 67.346747
11 8 65.478195
11 9 65.602809
12 0 887.666272
12 1 789.998405
12 2 815.936376
12 3 793.752463
12 4 808.781261
12 5 795.406766
12 6 792.489817
12 7 809.212154
12 8 781.503364
12 9 871.917753
