3 0 5e-06
3 1 4e-06
3 2 4e-06
3 3 5e-06
3 4 4e-06
3 5 5e-06
3 6 4e-06
3 7 4e-06
3 8 4e-06
3 9 4e-06
4 0 6e-06
4 1 5e-06
4 2 5e-06
4 3 6e-06
4 4 6e-06
4 5 5e-06
4 6 5e-06
4 7 5e-06
4 8 6e-06
4 9 6e-06
5 0 1.1e-05
5 1 1.1e-05
5 2 1e-05
5 3 1.1e-05
5 4 1e-05
5 5 1.1e-05
5 6 1.4e-05
5 7 1.1e-05
5 8 1e-05
5 9 1.1e-05
6 0 4.3e-05
6 1 3.9e-05
6 2 8.3e-05
6 3 3.8e-05
6 4 4.2e-05
6 5 4.2e-05
6 6 4.2e-05
6 7 0.000106
6 8 4.3e-05
6 9 7.2e-05
7 0 0.000595
7 1 0.000272
7 2 0.000332
7 3 0.00029
7 4 0.000307
7 5 0.000324
7 6 0.000306
7 7 0.00031
7 8 0.000296
7 9 0.000339
8 0 0.003791
8 1 0.002745
8 2 0.002616
8 3 0.002699
8 4 0.00283
8 5 0.002913
8 6 0.002876
8 7 0.002778
8 8 0.002845
8 9 0.002785
9 0 0.028201
9 1 0.026884
9 2 0.027324
9 3 0.032918
9 4 0.03671
9 5 0.026509
9 6 0.026956
9 7 0.026208
9 8 0.024851
9 9 0.027292
10 0 0.303578
10 1 0.295906
10 2 0.288655
10 3 0.283133
10 4 0.319722
10 5 0.354908
10 6 0.365398
10 7 0.381141
10 8 0.434244
10 9 0.327927
11 0 3.448555
11 1 3.551123
11 2 3.236296
11 3 4.714531
11 4 3.69804
11 5 3.35163
11 6 4.105635
11 7 4.006787
11 8 3.454029
11 9 3.496165
12 0 41.96959
12 1 40.952116
12 2 52.158599
12 3 45.493385
12 4 47.16024
12 5 45.376443
12 6 46.433049
12 7 44.682968
12 8 45.147328
12 9 44.776123
