11 8 1.65031155757082e-13 1.65031155757086e-13
11 9 -8.07747045893528e-14 -8.07747045893132e-14
12 0 -2.13964359144283e-14 -2.13964359144222e-14
12 1 -5.13004911280721e-15 -5.13004911280687e-15
12 2 1.21428858374058e-13 1.21428858374046e-13
12 3 -8.98848089605558e-16 -8.98848089599169e-16
12 4 -7.32303070380657e-15 -7.32303070381508e-15
12 5 2.17114087894437e-14 2.17114087894608e-14
12 6 5.54007885564207e-14 5.54007885563643e-14
12 7 2.71294404004285e-15 2.71294404004036e-15
12 8 7.21513854838324e-15 7.21513854841301e-15
12 9 6.7929030164652e-14 6.79290301646474e-14
